53.00998, 18.57794, 50@ PL-Torun Fix Speedcam
51.24292, 15.46940, 50@ PL-Brzeznik Fix Speedcam
50.01303, 18.57833, 50@ PL-Swierklany Dolne Fix Speedcam
51.74323, 16.95950, 50@ PL-Kuczyna Fix Speedcam
50.62880, 19.13973, 70@ PL-Siedlec Duzy Fix Speedcam
51.14559, 20.85816, 50@ PL-Skarzysko-Kamienna Fix Speedcam
53.16571, 23.20424, 50@ PL-Bialystok Fix Speedcam
52.21223, 20.19238, 50@ PL-Dachowa Fix Speedcam
54.08616, 21.34654, 50@ PL-Ketrzyn Fix Speedcam
49.65663, 20.68966, 50@ PL-Nowy Sacz Fix Speedcam
53.80269, 22.96966, 50@ PL-Bialobrzegi Fix Speedcam
52.96213, 20.98167, 50@ PL-Bogate Fix Speedcam
52.25415, 15.46531, 50@ PL-Polska Fix Speedcam
50.32039, 17.56441, 50@ PL-Prudnik Fix Speedcam
50.04058, 22.07875, 50@ PL-Polska Fix Speedcam
53.37138, 16.42428, 50@ PL-Golce DW 163 od strony Walcza Fix Speedcam
50.91245, 15.74564, 70@ PL-Jelenia Gora Fix Speedcam
51.92246, 17.63713, 50@ PL-Polska Fix Speedcam
49.73611, 18.79093, 70@ PL-Klodawa Fix Speedcam
52.88389, 20.60111, 50@ PL-Ciechanow Fix Speedcam
53.81088, 22.36184, 50@ PL-Elk Fix Speedcam
54.04435, 16.44593, 50@ PL-Grzybnica DK 11 Fix Speedcam
54.19195, 18.52480, 50@ PL-Kleszczewo DW 222 Fix Speedcam
52.73139, 15.22106, 50@ PL-Gorzow Wielkopolski Fix Speedcam
50.89510, 21.37760, 70@ PL-Milkow Fix Speedcam
51.99767, 21.18053, 50@ PL-Polska Fix Speedcam
53.58314, 20.09405, 90@ Rychnowo DK 7 E77 Fix Speedcam
52.15600, 22.25118, 50@ PL-Siedlce Fix Speedcam
52.72031, 18.91105, 50@ PL-Mikanowo Fix Speedcam
53.45392, 18.59492, 50@ PL-Polska Fix Speedcam
54.62032, 18.16960, 50@ PL-Borozewo Fix Speedcam
51.92851, 19.35321, 50@ PL-Slowik Fix Speedcam
51.98940, 15.22534, 50@ PL-Gronow Fix Speedcam
50.04145, 19.93570, 50@ PL-Krakow-Debniki Fix Speedcam
52.11533, 20.86005, 70@ PL-Wolica Fix Speedcam
52.00021, 16.71966, 50@ PL-Polska Fix Speedcam
53.15269, 18.13355, 50@ PL-Bydgoszcz Fix Speedcam
53.43965, 14.56334, 50@ PL-Szczecin Fix Speedcam
54.00264, 18.76580, 50@ PL-Subkowy Fix Speedcam
52.36250, 21.13738, 50@ PL-Polska Fix Speedcam
53.13517, 22.74271, 50@ PL-Jezewo Fix Speedcam
50.97998, 17.22961, 50@ PL-Marcinkowice Fix Speedcam
53.14248, 18.14982, 50@ PL-Bydgoszcz Fix Speedcam
50.04388, 19.82480, 50@ PL-Polska Fix Speedcam
51.63405, 15.11000, 50@ PL-Zary Fix Speedcam
52.43904, 16.59432, 50@ PL-Czeradz Koscielny Fix Speedcam
51.24406, 16.28457, 50@ PL-Spalona Fix Speedcam
52.43579, 15.57185, 50@ PL-Miedzyrzecz Fix Speedcam
49.80958, 19.53695, 70@ PL-Mucharz Fix Speedcam
50.55886, 18.28125, 50@ PL-Opole Fix Speedcam
51.59425, 15.40117, 50@ PL-Chrobrow Fix Speedcam
54.09452, 22.94316, 50@ PL-Suwalki Fix Speedcam
52.23180, 16.85087, 50@ Mosina Fix Speedcam
51.76554, 20.27152, 50@ PL-Rawa Mazowiecka Fix Speedcam
52.40968, 16.88890, 50@ PL-Poznan-Grunwald Fix Speedcam
50.28901, 16.87664, 50@ PL-Stronie Slaskie Fix Speedcam
51.92094, 16.56532, 50@ PL-Lipno Fix Speedcam
52.19971, 20.58787, 50@ PL-Blonie DK2 Fix Speedcam
50.34907, 20.04019, 50@ PL-Miechow Fix Speedcam
50.28402, 19.17751, 50@ PL-Dabrowa Gornicza Fix Speedcam
50.13236, 19.02526, 50@ PL-Tychy Fix Speedcam
53.55572, 18.65384, 50@ PL-Bzowo Fix Speedcam
51.24230, 15.46691, 50@ PL-Brzeznik Fix Speedcam
51.80614, 19.67405, 50@ PL-Lipiny Fix Speedcam
52.64809, 21.55369, 70@ PL-Trzcianka Fix Speedcam
50.58817, 16.80648, 50@ PL-Zabkowice Slaskie Fix Speedcam
53.08019, 22.44419, 50@ Rutki DK 8 E67 Fix Speedcam
50.64663, 19.93709, 50@ PL-Moskorzew Fix Speedcam
52.19255, 14.80372, 50@ Cybinka Krosnienska Fix Speedcam
51.57977, 18.74357, 50@ PL-Sieradz Fix Speedcam
51.35960, 20.62379, 50@ PL-Przysucha Fix Speedcam
51.93314, 20.47482, 50@ PL-Adamowice Fix Speedcam
51.74839, 18.15875, 50@ PL-Kalisz/Zduny Fix Speedcam
50.89022, 18.42150, 50@ PL-Olesno Fix Speedcam
53.09428, 23.23750, 50@ PL-Bialystok Fix Speedcam
49.84258, 19.93315, 70@ Myslenice DK 7 Fix Speedcam
50.20881, 19.77389, 70@ PL-Jerzmanowice Fix Speedcam
49.54257, 19.01347, 50@ PL-Laliki Fix Speedcam
53.52378, 15.89009, 50@ PL-Suliszewo Fix Speedcam
49.96569, 22.07618, 60@ PL-Kielnarowa Fix Speedcam
51.85958, 19.97623, 50@ PL-Polska Fix Speedcam
51.53732, 16.05042, 50@ PL-Polska Fix Speedcam
51.70666, 16.75755, 50@ PL-Bojanowo Fix Speedcam
51.27083, 16.36283, 50@ PL-Prochowice Fix Speedcam
53.09850, 22.51709, 50@ PL-Zambrzyce Krole Fix Speedcam
53.62308, 20.06383, 50@ PL-Szyldak Fix Speedcam
52.37608, 16.03002, 50@ PL-Polska Fix Speedcam
53.19696, 23.19829, 50@ PL-Wasilkow Fix Speedcam
51.19245, 16.17692, 50@ PL-Legnica Fix Speedcam
53.13383, 23.16559, 50@ PL-Bialystok Fix Speedcam
53.95649, 19.02351, 50@ PL-Polska Fix Speedcam
52.18179, 20.83427, 50@ Piastów Fix Speedcam
49.97413, 19.83883, 50@ PL-Skawina Fix Speedcam
53.71257, 20.63024, 50@ PL-Trekusek Fix Speedcam
52.13129, 21.12544, 50@ PL-Warszawa Fix Speedcam
51.81209, 19.45540, 50@ PL-Lodz-Baluty Fix Speedcam
50.08213, 20.02408, 50@ PL-Kraków Fix Speedcam
54.19746, 19.43853, 70@ Biala Dolna Fromborska Fix Speedcam
54.77819, 18.06677, 50@ PL-Lubkowo Fix Speedcam
53.75963, 18.94330, 50@ PL-Polska Fix Speedcam
52.97073, 22.24453, 50@ PL-Zambrow Fix Speedcam
51.15878, 15.04753, 50@ PL-Lagow Fix Speedcam
52.29391, 16.24619, 40@ Bukowiec DW 308 Fix Speedcam
53.83681, 16.43451, 50@ Grzmiaca DW171 Fix Speedcam
51.28779, 17.04543, 50@ PL-Bedkowo Fix Speedcam
50.68655, 16.71584, 50@ Pilawa Górna DW 382 Fix Speedcam
51.98303, 19.90588, 50@ Lyszkowice DW 704 Fix Speedcam
49.98390, 20.11739, 70@ PL-Sulkow Fix Speedcam
52.18078, 17.05187, 50@ PL-Czmon Fix Speedcam
52.10585, 15.54620, 50@ PL-Kije Fix Speedcam
50.93325, 18.98894, 50@ PL-Lobodno Fix Speedcam
51.97788, 20.83888, 70@ PL-Tarczyn Fix Speedcam
50.06887, 21.67562, 70@ Sedziszów Malopolski DK 4 Fix Speedcam
52.20184, 20.53939, 50@ PL-Nowa Wies DK2 Fix Speedcam
54.25650, 18.65294, 40@ Pruszcz Gdanski Fix Speedcam
53.93072, 18.75861, 50@ PL-Rudno Fix Speedcam
51.61598, 15.93161, 50@ Klobuczyn DK 3 Fix Speedcam
49.47274, 20.43597, 50@ PL-Tylmanowa Fix Speedcam
53.24827, 20.89776, 50@ PL-Chorzele Fix Speedcam
50.90068, 15.88178, 50@ PL-Polska Fix Speedcam
51.84283, 18.09649, 50@ PL-Russow Fix Speedcam
53.34794, 16.57318, 40@ PL-Szwecja Fix Speedcam
51.60761, 18.93157, 50@ Zdunska Wola Fix Speedcam
53.63142, 14.99627, 70@ Redostowo E28 Fix Speedcam
52.21444, 20.83933, 50@ PL-Polska Fix Speedcam
51.55506, 19.39604, 40@ PL-Dlutow Fix Speedcam
53.15257, 18.13123, 50@ PL-Polska Fix Speedcam
51.80853, 15.71342, 50@ PL-Nowa Sol Fix Speedcam
51.63138, 18.54639, 50@ PL-Slomkow Mokry Fix Speedcam
50.39835, 22.29636, 50@ PL-Kopki Fix Speedcam
51.35813, 21.57137, 50@ Zwolen DK12 Fix Speedcam
52.36929, 19.15771, 50@ PL-Rutkowice Fix Speedcam
51.21483, 15.18199, 50@ PL-Polska Fix Speedcam
49.84689, 19.14734, 50@ PL-Kozy Fix Speedcam
54.40264, 18.61054, 50@ Gdansk Fix Speedcam
54.07513, 22.93211, 50@ PL-Suwalki Fix Speedcam
53.36987, 16.42543, 50@ PL-Golce Fix Speedcam
50.67732, 16.73096, 50@ PL-Polska Fix Speedcam
53.32473, 14.54015, 50@ PL-Polska Fix Speedcam
52.02777, 22.86802, 90@ PL-Polska Fix Speedcam
52.67355, 19.03124, 50@ PL-Wloclawek Fix Speedcam
53.79719, 20.49983, 50@ PL-Polska Fix Speedcam
49.87482, 20.03653, 50@ PL-Polska Fix Speedcam
51.85836, 17.91561, 50@ PL-Polska Fix Speedcam
51.31807, 21.24702, 50@ PL-Polska Fix Speedcam
51.54261, 16.04610, 50@ PL-Polska Fix Speedcam
50.95249, 16.13580, 50@ PL-Polska Fix Speedcam
53.13226, 17.01236, 50@ PL-Polska Fix Speedcam
52.71685, 15.79100, 50@ PL-Lubiatow Fix Speedcam
50.34535, 19.14488, 50@ PL-Bedzin Fix Speedcam
54.78580, 18.19816, 50@ PL-Slawoszyno Fix Speedcam
51.65003, 19.80220, 50@ PL-Rokiciny Fix Speedcam
52.08149, 20.79093, 70@ PL-Rusiec Fix Speedcam
51.32473, 21.07095, 50@ Kowala DW 733 Fix Speedcam
49.61560, 21.75241, 70@ PL-Rogi Fix Speedcam
50.16448, 18.66298, 50@ PL-Czerwionka-Leszczyny Fix Speedcam
49.62244, 20.73942, 50@ PL-Nowy Sacz Fix Speedcam
52.31312, 20.92243, 50@ PL-Warszawa Fix Speedcam
51.44640, 21.14411, 50@ PL-Radom Fix Speedcam
53.17691, 18.30104, 50@ PL-Dabrowa Chelminska Fix Speedcam
53.83751, 20.47419, 50@ PL-Dywity Fix Speedcam
52.30486, 16.08995, 50@ PL-Polska Fix Speedcam
50.93495, 21.37583, 50@ PL-Poland Fix Speedcam
51.78826, 16.10509, 50@ PL-Polska Fix Speedcam
52.35822, 14.56330, 50@ PL-Slubice Fix Speedcam
50.07200, 21.84100, 50@ PL-Trzciana Fix Speedcam
54.41234, 17.00787, 50@ PL-Losino DK 21 Fix Speedcam
52.19971, 20.17107, 50@ PL-Antoniew Fix Speedcam
51.87932, 17.00775, 50@ Gostyn DK 12 Fix Speedcam
52.94044, 22.15556, 50@ PL-Ostrózne Fix Speedcam
51.07756, 15.34901, 50@ PL-Polska Fix Speedcam
53.75369, 20.50303, 50@ PL-Olsztyn Fix Speedcam
52.65016, 23.03823, 50@ PL-Polska Fix Speedcam
54.57804, 18.39312, 50@ PL-Rumia Fix Speedcam
52.85001, 17.71974, 50@ PL-Polska Fix Speedcam
52.97408, 15.18748, 50@ PL-Moczkowo DW 151 Fix Speedcam
50.57980, 22.05703, 50@ PL-Polska Fix Speedcam
49.86139, 19.90957, 50@ PL-Polska Fix Speedcam
54.18719, 19.39771, 50@ PL-Elblag Fix Speedcam
52.90696, 18.72118, 50@ PL-Otloczyn Fix Speedcam
52.61362, 17.09366, 50@ PL-Lopuchowo DW 196 Fix Speedcam
51.60158, 18.08489, 50@ PL-Wielowies Klasztorna DW 450 Fix Speedcam
52.18735, 21.54916, 40@ Minsk Mazowiecki Fix Speedcam
53.58486, 20.19360, 70@ Platyny DK 7 E77 Fix Speedcam
52.86448, 17.95024, 50@ PL-Barcin Fix Speedcam
50.01610, 19.94536, 50@ PL-Krakow-Wola Duchacka Fix Speedcam
53.57224, 17.07562, 50@ PL-Cierznie DK 22 Fix Speedcam
52.23478, 21.09756, 50@ Warszawa Fix Speedcam
49.56912, 22.16517, 50@ PL-Sanok Fix Speedcam
51.61663, 22.45691, 50@ PL-Wola Skromowska Fix Speedcam
49.76486, 19.07298, 50@ PL-Bystra Slaska Fix Speedcam
54.25569, 18.65853, 50@ PL-Pruszcz Gdanski Fix Speedcam
50.63130, 20.32969, 50@ PL-Piaski k. Jedrzejowa Fix Speedcam
52.21207, 20.69082, 50@ PL-Polska Fix Speedcam
52.42292, 19.46005, 50@ PL-Gostynin Fix Speedcam
50.43538, 16.65436, 50@ PL-Klodzko Fix Speedcam
52.07841, 19.19140, 50@ PL-Topola Krolewska Fix Speedcam
54.19011, 16.19179, 50@ PL-Polska Fix Speedcam
53.74964, 20.47441, 50@ Olsztyn Wawrzyczka Fix Speedcam
50.71496, 19.15151, 70@ PL-Polska Fix Speedcam
49.93858, 22.81213, 50@ PL-Radymno Fix Speedcam
51.36807, 20.11137, 50@ PL-Kozenin Fix Speedcam
50.65142, 17.67134, 50@ PL-Poland Fix Speedcam
53.33603, 18.46881, 90@ PL-Grubno Fix Speedcam
52.97053, 18.88475, 50@ PL-Polska Fix Speedcam
50.23753, 19.69040, 50@ PL-Polska Fix Speedcam
50.20673, 18.30878, 50@ PL-Polska Fix Speedcam
53.34319, 18.45733, 50@ PL-Polska Fix Speedcam
50.12791, 18.79693, 50@ PL-Zawisc Fix Speedcam
50.83404, 16.86059, 70@ PL-Mleczna Fix Speedcam
54.07652, 21.39798, 50@ PL-Ketrzyn Fix Speedcam
50.06436, 21.73078, 50@ PL-Sedziszow Malopolski Fix Speedcam
51.25988, 22.54683, 50@ PL-Polska Fix Speedcam
51.29412, 17.70313, 50@ PL-Sycow Fix Speedcam
51.23874, 18.04066, 50@ PL-Slupia pod Kepnem Fix Speedcam
54.26216, 18.66767, 50@ PL-Pruszcz Gdanski Fix Speedcam
52.40629, 17.06799, 70@ PL-Swarzedz Fix Speedcam
53.87674, 19.96222, 50@ PL-Bramka Fix Speedcam
54.13566, 18.72161, 50@ PL-Milobadz Fix Speedcam
53.00794, 18.60526, 50@ PL-Torun Fix Speedcam
53.58354, 20.09147, 70@ Rychnowo DK 7 Fix Speedcam
54.18138, 19.43205, 50@ PL-Elblag Fix Speedcam
52.49690, 16.38272, 50@ PL-Podrzewie Fix Speedcam
51.31340, 21.25029, 50@ PL-Polska Fix Speedcam
53.68220, 22.10405, 50@ PL-Nowe Drygaly DW 667 Fix Speedcam
53.68830, 23.09450, 50@ PL-Sztabin Fix Speedcam
49.81085, 19.32803, 50@ PL-Polska Fix Speedcam
52.30373, 16.08810, 50@ PL-Sekowo Fix Speedcam
50.56604, 22.04954, 50@ PL-Stalowa Wola Fix Speedcam
53.59224, 20.12651, 70@ Rychnowska Wola DK 7 E77 Fix Speedcam
52.01580, 16.52089, 40@ PL-Smigiel Fix Speedcam
50.08227, 19.78654, 50@ PL-Balice Fix Speedcam
50.59763, 22.03427, 50@ PL-Stalowa Wola Fix Speedcam
49.95362, 22.84060, 50@ Radymno DK 4 Fix Speedcam
49.99097, 18.49389, 50@ PL-Wodzislaw Slaski Fix Speedcam
53.94838, 16.53412, 50@ PL-Nowosiolki Fix Speedcam
52.44021, 17.04473, 50@ PL-Polska Fix Speedcam
50.84418, 24.04429, 50@ PL-Strzyzow Fix Speedcam
52.23981, 18.15868, 50@ PL-Weglew Fix Speedcam
53.01614, 18.63316, 50@ PL-Torun Fix Speedcam
52.23952, 20.93336, 50@ PL-Warszawa Fix Speedcam
54.17045, 19.40190, 50@ PL-Elblag Fix Speedcam
52.66892, 21.59847, 70@ PL-Knurowiec Fix Speedcam
50.29253, 19.36466, 50@ PL-Slawkow Fix Speedcam
53.37654, 14.70370, 50@ PL-Szczeczin-Wielgowo Fix Speedcam
52.40028, 17.21694, 50@ PL-Kostrzyn Fix Speedcam
51.49014, 18.65529, 50@ PL-Zapole Fix Speedcam
50.06525, 22.41440, 70@ Nowosielce DK 4 Fix Speedcam
51.77911, 20.08183, 50@ PL-Gluchow Fix Speedcam
52.18936, 17.32093, 50@ PL-Brodowo Fix Speedcam
53.80361, 22.36559, 50@ PL-Elk Fix Speedcam
52.20578, 20.97195, 50@ Warszawa Fix Speedcam
51.52239, 20.22331, 50@ PL-Inowlodz Fix Speedcam
54.44794, 16.46719, 50@ PL-Zakrzewo DW 203 Fix Speedcam
51.95287, 15.95436, 40@ Lipka DW 315 Fix Speedcam
49.89210, 19.87555, 70@ PL-Glogoczow Fix Speedcam
52.16842, 22.24181, 50@ PL-Polska Fix Speedcam
52.67426, 19.02960, 50@ PL-Polska Fix Speedcam
53.37335, 14.47299, 50@ PL-Przeclaw Fix Speedcam
54.22682, 18.62454, 50@ PL-Rusocin Fix Speedcam
50.04120, 22.09295, 50@ PL-Krasne Fix Speedcam
51.89753, 15.87930, 50@ PL-Lubiecin Fix Speedcam
50.26489, 19.02378, 50@ PL-Katowice Fix Speedcam
52.39928, 16.47297, 50@ PL-Sedzinko Fix Speedcam
53.12849, 23.18752, 50@ PL-Polska Fix Speedcam
52.82727, 21.87396, 50@ PL-Ostrow Mazowiecka Fix Speedcam
53.15186, 17.59371, 70@ Naklo Nad Notecia DK 10 Fix Speedcam
51.84588, 21.28294, 50@ PL-Mniszew Fix Speedcam
50.63271, 19.87333, 40@ Goleniowy DK 78 Fix Speedcam
52.74776, 22.84550, 50@ PL-Bransk Fix Speedcam
52.67552, 17.15100, 40@ Skoki DW 196 Fix Speedcam
53.39529, 14.71815, 50@ PL-Szczeczin-Wielgowo Fix Speedcam
53.98610, 20.40150, 50@ PL-Dobre Miasto Fix Speedcam
52.46332, 16.66889, 50@ PL-Polska Fix Speedcam
53.48361, 18.66583, 50@ PL-Polska Fix Speedcam
49.84385, 19.92758, 50@ PL-Polska Fix Speedcam
52.32648, 19.88240, 50@ PL-Szkarada Fix Speedcam
51.63374, 19.50429, 50@ PL-Tuszyn Fix Speedcam
51.21464, 15.56770, 50@ PL-Nowe Jaroszowice DW297 Fix Speedcam
52.31394, 20.92147, 60@ Warszawa DK 7 Fix Speedcam
51.21277, 22.58362, 50@ PL-Polska Fix Speedcam
53.53453, 18.67261, 70@ DK 1 Fix Speedcam
53.78526, 18.96287, 50@ Tychnowy DK 55 Fix Speedcam
53.16248, 22.06822, 50@ PL-Lomza Fix Speedcam
53.11484, 18.01689, 50@ PL-Bydgoszcz Fix Speedcam
54.35395, 18.36575, 50@ PL-Polska Fix Speedcam
51.35035, 21.15083, 50@ PL-Trablice Fix Speedcam
51.92834, 15.53422, 50@ PL-Zielona Gora Fix Speedcam
50.90092, 19.02899, 50@ PL-Kamyk Fix Speedcam
50.61432, 19.74335, 50@ PL-Bonowice Fix Speedcam
49.72333, 18.79539, 60@ PL-Ustron Fix Speedcam
50.13906, 22.06909, 50@ PL-Stobierna Fix Speedcam
52.05802, 15.08806, 50@ PL-Krosno Odrzanskie Fix Speedcam
53.84423, 18.09887, 50@ PL-Czarna Woda Fix Speedcam
51.63453, 15.11127, 50@ PL-Zary Fix Speedcam
53.24637, 18.52969, 50@ PL-Polska Fix Speedcam
51.50453, 16.06241, 50@ PL-Polska Fix Speedcam
53.29571, 15.84381, 50@ PL-Cybowo Fix Speedcam
52.05069, 19.89318, 50@ Jamno DK 14 Fix Speedcam
50.35333, 19.23616, 50@ PL-Dabrowa Górnicza Fix Speedcam
50.01571, 21.97362, 50@ PL-Rzeszow Fix Speedcam
51.78473, 22.58227, 50@ Biala DK 63 Fix Speedcam
50.33794, 18.13336, 50@ PL-Kedzierzyn Fix Speedcam
53.12144, 23.13943, 50@ PL-Bialystok Fix Speedcam
54.17835, 22.99793, 90@ PL-Zubryn Fix Speedcam
50.26499, 19.02098, 70@ Katowice DTS tunel Fix Speedcam
52.24214, 16.85727, 50@ PL-Mosina Fix Speedcam
51.23185, 22.53828, 50@ PL-Polska Fix Speedcam
51.28664, 16.15587, 50@ PL-Polska Fix Speedcam
51.89765, 19.37379, 50@ PL-Lucmierz Fix Speedcam
52.70258, 16.52794, 50@ PL-Obrzycko Fix Speedcam
52.32493, 17.63432, 50@ PL-Bierzglin Fix Speedcam
52.07928, 15.60463, 70@ PL-Polska Fix Speedcam
51.91643, 20.68615, 50@ PL-Karolew Fix Speedcam
53.29882, 15.17929, 50@ Krapiel DK 10 Fix Speedcam
53.76931, 20.38024, 50@ PL-Polska Fix Speedcam
53.01646, 18.53303, 50@ PL-Torun Fix Speedcam
52.79719, 21.87878, 50@ PL-Ostrow Mazowiecka Fix Speedcam
52.35337, 14.58313, 50@ Slubice Fix Speedcam
51.80791, 15.70762, 50@ PL-Nowa Sol Fix Speedcam
53.59071, 20.11911, 70@ Kiersztanówko DK 7 Fix Speedcam
52.25556, 15.54988, 50@ PL-Swiebodzin Fix Speedcam
53.81180, 21.94706, 50@ PL-Orzysz Fix Speedcam
52.43150, 15.59134, 50@ PL-Miedzyrzecz Fix Speedcam
52.25418, 17.09632, 70@ PL-Kornik Fix Speedcam
51.30044, 17.05923, 40@ Trzebnica DK 15 fotoradar odcinkowy Fix Speedcam
51.69870, 21.82809, 50@ PL-Polska Fix Speedcam
50.43968, 20.92982, 50@ PL-Polska Fix Speedcam
53.84996, 14.59819, 50@ PL-Wolin Fix Speedcam
50.87414, 18.40885, 50@ PL-Olesno Fix Speedcam
50.68804, 19.13349, 70@ PL-Wanaty Fix Speedcam
51.25584, 22.58148, 50@ PL-Polska Fix Speedcam
52.29282, 15.53386, 50@ PL-Rusinow Fix Speedcam
52.40670, 17.06945, 50@ PL-Polska Fix Speedcam
49.73602, 19.55897, 50@ PL-Sucha Beskidza Fix Speedcam
52.20155, 18.66298, 50@ PL-Kolo Fix Speedcam
50.79752, 21.16019, 50@ PL-Piorkow Fix Speedcam
51.40099, 16.06204, 50@ PL-Brunów Fix Speedcam
53.32989, 14.54303, 50@ Radziszewo DK 31 Fix Speedcam
52.12371, 18.17170, 50@ PL-Glowiew Fix Speedcam
51.94794, 21.13816, 50@ PL-Czaplinek Fix Speedcam
51.98426, 19.90587, 50@ PL-Polska Fix Speedcam
49.97247, 20.88565, 70@ Zglobice Fix Speedcam
52.25126, 19.05914, 50@ PL-Chrzanowo Fix Speedcam
51.51065, 19.89765, 50@ PL-Kolonia Studzianki Fix Speedcam
51.99834, 17.47933, 50@ PL-Cielcza Fix Speedcam
52.57672, 15.67345, 50@ PL-Przytoczna Fix Speedcam
51.47308, 16.09981, 50@ PL-Polska Fix Speedcam
51.59197, 18.71504, 50@ PL-Sieradz Fix Speedcam
50.57255, 22.26315, 50@ PL-Polska Fix Speedcam
51.17403, 18.55422, 50@ Kadlub DK 45 Fix Speedcam
49.98377, 18.95678, 60@ PL-Pszczyna Fix Speedcam
51.47180, 21.44201, 50@ PL-Pionki Fix Speedcam
53.57439, 23.10512, 50@ PL-Suchowola Fix Speedcam
50.99604, 21.24072, 50@ PL-Polska Fix Speedcam
52.67535, 19.02677, 50@ PL-Wloclawek Fix Speedcam
52.63943, 20.13740, 50@ PL-Krzywanice Fix Speedcam
51.01889, 16.91916, 50@ PL-Tyniec Maly Fix Speedcam
51.69474, 21.83404, 50@ PL-Trojanow Fix Speedcam
50.84407, 24.04160, 50@ PL-Rogalin DK 74 Fix Speedcam
50.95005, 16.90964, 50@ PL-Wierzbice Fix Speedcam
52.70661, 18.94605, 50@ PL-Wloclawek Fix Speedcam
52.27971, 16.84084, 50@ PL-Puszczykowo Fix Speedcam
51.80148, 19.73752, 50@ PL-Brzeziny Fix Speedcam
50.10368, 21.48600, 50@ PL-Polska Fix Speedcam
52.30028, 16.06616, 50@ PL-Polska Fix Speedcam
50.07462, 19.88812, 50@ PL-Krakow-Bronowice Fix Speedcam
51.30438, 18.23613, 50@ PL-Nowy Ochedzyn Fix Speedcam
51.40561, 21.16513, 50@ PL-Radom Fix Speedcam
49.63893, 19.91594, 50@ PL-Polska Fix Speedcam
52.88768, 18.73409, 70@ PL-Polska Fix Speedcam
49.97144, 18.99083, 50@ PL-Cwiklice Fix Speedcam
51.61911, 16.85770, 50@ PL-Sierakowo Fix Speedcam
53.86347, 21.30127, 50@ PL-Mragowo Fix Speedcam
51.69435, 20.21274, 50@ PL-Zubki Duze Fix Speedcam
50.94419, 16.33232, 70@ Strzegom DK 5 Fix Speedcam
50.64757, 21.89077, 50@ PL-Zaleszany Fix Speedcam
53.16344, 18.05525, 50@ PL-Bydgoszcz Fix Speedcam
53.97357, 15.67283, 50@ PL-Polska Fix Speedcam
53.92743, 18.60248, 50@ Lipniki Szlacheckie DW 229 Fix Speedcam
51.17644, 17.18366, 50@ PL-Dlugoleka Fix Speedcam
